LCLID,timestamp,year,energy
MAC000002,10/18/2012 11:00:00 PM,2012,0.166
MAC000002,10/18/2012 11:30:00 PM,2012,0.162
MAC000002,10/19/2012 12:00:00 AM,2012,0.165
MAC000002,10/19/2012 12:30:00 AM,2012,0.154
MAC000002,10/19/2012 1:00:00 AM,2012,0.173
MAC000002,10/19/2012 1:30:00 AM,2012,0.114
MAC000002,10/19/2012 2:00:00 AM,2012,0.128
MAC000002,10/19/2012 2:30:00 AM,2012,0.082
MAC000002,10/19/2012 3:00:00 AM,2012,0.133
MAC000002,10/19/2012 3:30:00 AM,2012,0.074
MAC000002,10/19/2012 4:00:00 AM,2012,0.133
MAC000002,10/19/2012 4:30:00 AM,2012,0.072
MAC000002,10/19/2012 5:00:00 AM,2012,0.131
MAC000002,10/19/2012 5:30:00 AM,2012,0.079
MAC000002,10/19/2012 6:00:00 AM,2012,0.125
MAC000002,10/19/2012 6:30:00 AM,2012,0.086
MAC000002,10/19/2012 7:00:00 AM,2012,0.114
MAC000002,10/19/2012 7:30:00 AM,2012,0.097
MAC000002,10/19/2012 8:00:00 AM,2012,0.155
MAC000002,10/19/2012 8:30:00 AM,2012,0.235
MAC000002,10/19/2012 9:00:00 AM,2012,0.196
MAC000002,10/19/2012 9:30:00 AM,2012,0.191
MAC000002,10/19/2012 10:00:00 AM,2012,0.083
MAC000002,10/19/2012 10:30:00 AM,2012,0.119
MAC000002,10/19/2012 11:00:00 AM,2012,0.095
MAC000002,10/19/2012 11:30:00 AM,2012,0.105
MAC000002,10/19/2012 12:00:00 PM,2012,0.108
MAC000002,10/19/2012 12:30:00 PM,2012,0.09
MAC000002,10/19/2012 1:00:00 PM,2012,0.122
MAC000002,10/19/2012 1:30:00 PM,2012,0.076
MAC000002,10/19/2012 2:00:00 PM,2012,0.164
MAC000002,10/19/2012 2:30:00 PM,2012,0.167
MAC000002,10/19/2012 3:00:00 PM,2012,0.135
MAC000002,10/19/2012 3:30:00 PM,2012,0.077
MAC000002,10/19/2012 4:00:00 PM,2012,0.26
MAC000002,10/19/2012 4:30:00 PM,2012,0.13
MAC000002,10/19/2012 5:00:00 PM,2012,0.406
MAC000002,10/19/2012 5:30:00 PM,2012,0.109
MAC000002,10/19/2012 6:00:00 PM,2012,0.177
MAC000002,10/19/2012 6:30:00 PM,2012,0.263
MAC000002,10/19/2012 7:00:00 PM,2012,0.315
MAC000002,10/19/2012 7:30:00 PM,2012,0.216
MAC000002,10/19/2012 8:00:00 PM,2012,0.822
MAC000002,10/19/2012 8:30:00 PM,2012,0.322
MAC000002,10/19/2012 9:00:00 PM,2012,0.213
MAC000002,10/19/2012 9:30:00 PM,2012,0.296
MAC000002,10/19/2012 10:00:00 PM,2012,0.226
MAC000002,10/19/2012 10:30:00 PM,2012,0.269
MAC000002,10/19/2012 11:00:00 PM,2012,0.19
MAC000002,10/19/2012 11:30:00 PM,2012,0.239
MAC000002,10/20/2012 12:00:00 AM,2012,0.2
MAC000002,10/20/2012 12:30:00 AM,2012,0.229
MAC000002,10/20/2012 1:00:00 AM,2012,0.192
MAC000002,10/20/2012 1:30:00 AM,2012,0.217
MAC000002,10/20/2012 2:00:00 AM,2012,0.18
MAC000002,10/20/2012 2:30:00 AM,2012,0.139
MAC000002,10/20/2012 3:00:00 AM,2012,0.097
MAC000002,10/20/2012 3:30:00 AM,2012,0.12
MAC000002,10/20/2012 4:00:00 AM,2012,0.097
MAC000002,10/20/2012 4:30:00 AM,2012,0.118
MAC000002,10/20/2012 5:00:00 AM,2012,0.095
MAC000002,10/20/2012 5:30:00 AM,2012,0.119
MAC000002,10/20/2012 6:00:00 AM,2012,0.089
MAC000002,10/20/2012 6:30:00 AM,2012,0.124
MAC000002,10/20/2012 7:00:00 AM,2012,0.085
MAC000002,10/20/2012 7:30:00 AM,2012,0.128
MAC000002,10/20/2012 8:00:00 AM,2012,0.077
MAC000002,10/20/2012 8:30:00 AM,2012,0.133
MAC000002,10/20/2012 9:00:00 AM,2012,0.087
MAC000002,10/20/2012 9:30:00 AM,2012,0.176
MAC000002,10/20/2012 10:00:00 AM,2012,0.073
MAC000002,10/20/2012 10:30:00 AM,2012,0.264
MAC000002,10/20/2012 11:00:00 AM,2012,0.505
MAC000002,10/20/2012 11:30:00 AM,2012,0.798
MAC000002,10/20/2012 12:00:00 PM,2012,0.724
MAC000002,10/20/2012 12:30:00 PM,2012,0.662
MAC000002,10/20/2012 1:00:00 PM,2012,0.389
MAC000002,10/20/2012 1:30:00 PM,2012,0.079
MAC000002,10/20/2012 2:00:00 PM,2012,0.178
MAC000002,10/20/2012 2:30:00 PM,2012,0.148
MAC000002,10/20/2012 3:00:00 PM,2012,0.233
MAC000002,10/20/2012 3:30:00 PM,2012,0.328
MAC000002,10/20/2012 4:00:00 PM,2012,0.428
MAC000002,10/20/2012 4:30:00 PM,2012,0.592
MAC000002,10/20/2012 5:00:00 PM,2012,0.688
MAC000002,10/20/2012 5:30:00 PM,2012,0.893
MAC000002,10/20/2012 6:00:00 PM,2012,1.4529999
MAC000002,10/20/2012 6:30:00 PM,2012,0.909
MAC000002,10/20/2012 7:00:00 PM,2012,0.504
MAC000002,10/20/2012 7:30:00 PM,2012,0.637
MAC000002,10/20/2012 8:00:00 PM,2012,0.686
MAC000002,10/20/2012 8:30:00 PM,2012,0.581
MAC000002,10/20/2012 9:00:00 PM,2012,0.585
MAC000002,10/20/2012 9:30:00 PM,2012,0.562
MAC000002,10/20/2012 10:00:00 PM,2012,0.536
MAC000002,10/20/2012 10:30:00 PM,2012,0.429
MAC000002,10/20/2012 11:00:00 PM,2012,0.426
MAC000002,10/20/2012 11:30:00 PM,2012,0.386
MAC000002,10/21/2012 12:00:00 AM,2012,0.39
MAC000002,10/21/2012 12:30:00 AM,2012,0.348
MAC000002,10/21/2012 1:00:00 AM,2012,0.372
MAC000002,10/21/2012 1:30:00 AM,2012,0.341
MAC000002,10/21/2012 2:00:00 AM,2012,0.37
MAC000002,10/21/2012 2:30:00 AM,2012,0.285
MAC000002,10/21/2012 3:00:00 AM,2012,0.272
MAC000002,10/21/2012 3:30:00 AM,2012,0.268
MAC000002,10/21/2012 4:00:00 AM,2012,0.251
MAC000002,10/21/2012 4:30:00 AM,2012,0.287
MAC000002,10/21/2012 5:00:00 AM,2012,0.232
MAC000002,10/21/2012 5:30:00 AM,2012,0.286
MAC000002,10/21/2012 6:00:00 AM,2012,0.249
MAC000002,10/21/2012 6:30:00 AM,2012,0.269
MAC000002,10/21/2012 7:00:00 AM,2012,0.329
MAC000002,10/21/2012 7:30:00 AM,2012,0.298
MAC000002,10/21/2012 8:00:00 AM,2012,0.286
MAC000002,10/21/2012 8:30:00 AM,2012,0.247
MAC000002,10/21/2012 9:00:00 AM,2012,0.321
MAC000002,10/21/2012 9:30:00 AM,2012,0.329
MAC000002,10/21/2012 10:00:00 AM,2012,0.418
MAC000002,10/21/2012 10:30:00 AM,2012,0.37
MAC000002,10/21/2012 11:00:00 AM,2012,0.38
MAC000002,10/21/2012 11:30:00 AM,2012,0.771
MAC000002,10/21/2012 12:00:00 PM,2012,0.557
MAC000002,10/21/2012 12:30:00 PM,2012,0.413
MAC000002,10/21/2012 1:00:00 PM,2012,0.374
MAC000002,10/21/2012 1:30:00 PM,2012,0.415
MAC000002,10/21/2012 2:00:00 PM,2012,0.657
MAC000002,10/21/2012 2:30:00 PM,2012,0.36
MAC000002,10/21/2012 3:00:00 PM,2012,0.344
MAC000002,10/21/2012 3:30:00 PM,2012,0.434
MAC000002,10/21/2012 4:00:00 PM,2012,0.589
MAC000002,10/21/2012 4:30:00 PM,2012,0.641
MAC000002,10/21/2012 5:00:00 PM,2012,0.877
MAC000002,10/21/2012 5:30:00 PM,2012,0.79
MAC000002,10/21/2012 6:00:00 PM,2012,1.285
MAC000002,10/21/2012 6:30:00 PM,2012,2.1600001
MAC000002,10/21/2012 7:00:00 PM,2012,0.829
MAC000002,10/21/2012 7:30:00 PM,2012,0.72
MAC000002,10/21/2012 8:00:00 PM,2012,0.701
MAC000002,10/21/2012 8:30:00 PM,2012,0.873
MAC000002,10/21/2012 9:00:00 PM,2012,0.903
MAC000002,10/21/2012 9:30:00 PM,2012,0.813
MAC000002,10/21/2012 10:00:00 PM,2012,0.548
MAC000002,10/21/2012 10:30:00 PM,2012,0.402
MAC000002,10/21/2012 11:00:00 PM,2012,0.446
MAC000002,10/21/2012 11:30:00 PM,2012,0.39
MAC000002,10/22/2012 12:00:00 AM,2012,0.431
MAC000002,10/22/2012 12:30:00 AM,2012,0.401
